Agency_Name,Emission_Year,Facility_Name,Source_Name,Activity_Type,Fuel_Type,Fuel,End_Use_Sector,Technology,Fuel_Quantity,Fuel_Quantity_Units,Mobile_Fuel_Quantity,Mobile_Fuel_Quantity_Units,CO2e_Metric_Tons
California Department of Developmental Services,2016,Fairview Developmental Center,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2016,Unspecified Technology,10981173,kWh,0,,2832.186485
California Department of Developmental Services,2016,Fairview Developmental Center,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2016,Unspecified Technology,10981173,kWh,0,,2832.186485
California Department of Developmental Services,2016,Porterville Developmental Center,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Boilers,907697,therm,0,,4816.240282
California Department of Developmental Services,2016,Porterville Developmental Center,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2016,Unspecified Technology,10769335,kWh,0,,2777.550726
California Department of Developmental Services,2016,Porterville Developmental Center,Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2016,Unspecified Technology,10769335,kWh,0,,2777.550726
California Department of Developmental Services,2016,Sonoma Developmental Center,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Boilers,1890946,therm,0,,10033.35948
California Department of Developmental Services,2016,Sonoma Developmental Center,Purchased Electricity  - Market Based,Purchased Electricity - Market Based - Scope 2,Utility-Specific Rate,Pacific Gas & Electric,2015,System Average,11372535,kWh,0,,2086.665336
California Department of Developmental Services,2016,Sonoma Developmental Center,Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2016,Unspecified Technology,11372535,kWh,0,,2933.123804
California Department of Finance,2010,300 Capitol Mall,Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,340494,kWh,0,,105.17858
California Department of Finance,2010,915 L Street,Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1621177,kWh,0,,500.78149
California Department of Finance,2011,300 Capitol Mall,Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,335,MWh,0,,103.48148
California Department of Finance,2011,915 L Street,Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1350,MWh,0,,417.01493
California Department of Finance,2012,300 Capitol Mall,Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,165.626,MWh,0,,49.48451
California Department of Finance,2012,915 L Street,Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1471.63,MWh,0,,439.68269
California Department of Finance,2013,915 L Street,Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1898.646,MWh,0,,567.26336
California Department of Finance,2014,"915 L Street - Sacramento, CA",Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1725.98,MWh,0,,478.2062685
California Department of Finance,2015,"915 L Street - Sacramento, CA",Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,1748.53,MWh,0,,515.7743939
California Department of Finance,2015,"915 L Street - Sacramento, CA",Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,1748.53,MWh,0,,515.7743939
California Department of Finance,2016,"915 L Street - Sacramento, CA",Purchased Electricity - Location Based,Purchased Electricity - Location Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,MWh,0,,NULL
California Department of Finance,2016,"915 L Street - Sacramento, CA",Purchased Electricity - Location Based - Market Based,Purchased Electricity - Market Based - Scope 2,Utility-Specific Rate,Sacramento Municipal Utility District,2014,Retail Power,2254.775,MWh,0,,573.8445433
California Department of Finance,2016,"915 L Street - Sacramento, CA",Purchased Electricity - Market Based,Purchased Electricity - Market Based - Scope 2,Regional Grid-Average,WECC California,2015,Unspecified Technology,NULL,MWh,0,,NULL
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Alturas District Office,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,3201,kWh,0,,0.988788729
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Arcata AFRAMP Office,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,147242,kWh,0,,45.48304592
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Arcata Field Office,Purchased Electricity - Market Based,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,91085,kWh,0,,28.13615162
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Belmont Field Office,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,180000,kWh,0,,55.60199037
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Bermuda Dunes Field Office,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,157425,kWh,0,,48.62857407
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Bishop Field Office,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,185594,kWh,0,,57.32997667
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Bishop Field Office 2,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,36760,kWh,0,,11.35516203
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Blythe Field Office,Purchased Electricity - Market Based,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,16435,kWh,0,,5.07677062
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Bodega Bay Field Office,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,70069,kWh,0,,21.64431035
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Business & Contracts,Purchased Electricity - Market Based,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,77625,kWh,0,,23.97835835
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Cantara Field Office,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,145194,kWh,0,,44.85041883
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Central Valley Bay Delta Branch,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,120920,kWh,0,,37.35218153
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,DFG HQ,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,2382098,kWh,0,,735.8299447
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Engineering,Purchased Electricity - Market Based,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,418089,kWh,0,,129.1476697
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Eureka Field Office,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,428424,kWh,0,,132.3401507
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Eureka THP Office,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,133615,kWh,0,,41.27366635
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Fillmore Fish Hatchery,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,2655,MWh,0,,820.1293579
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Fish Springs Fish Hatchery,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,982200,kWh,0,,303.4015274
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Fortuna Field Office 1,Purchased Electricity - Market Based,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,62280,kWh,0,,19.23828867
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Fortuna Field Office 2,Purchased Electricity - Market Based,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,62280,kWh,0,,19.23828867
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Fresno Trout Office,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,278046,kWh,0,,85.88839452
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Gold River Trout Office,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,32714,kWh,0,,10.10535285
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Hopland Resarch Center,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,123100,kWh,0,,38.02558341
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,La Jolla Field Office,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,9190,kWh,0,,2.838790508
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,LED Air Services Hangar,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,116043,kWh,0,,35.84567649
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,LED Air Services Hangar 2,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,106996,kWh,0,,33.05105867
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,LED Air Services Hangar 3,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,45396,kWh,0,,14.02282197
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,LED Air Services Hangar 4,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,121387,kWh,0,,37.4964378
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,LED Communications Office,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,55140,kWh,0,,17.03274305
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,LED Forensic Lab,Purchased Electricity - Market Based,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,97053,kWh,0,,29.97966651
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,LED Warehouse,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,214688,kWh,0,,66.31711171
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,License & Revenue Branch,Purchased Electricity - Market Based,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,431722,kWh,0,,133.3589027
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Los Alamitos License Office,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1139985,kWh,0,,352.1413055
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Monterey License Office,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,429782,kWh,0,,132.7596368
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,NCR SVCSR Field Office,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,110052,kWh,0,,33.99505691
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,NCR SVCSR Field Office 3,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,168262,kWh,0,,51.97612279
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,NCR Water Division,Purchased Electricity - Market Based,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,52298,kWh,0,,16.1548494
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,NR AFRAMP,Purchased Electricity - Market Based,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,30275,kWh,0,,9.35194588
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,OSPR HQ,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,445,MWh,0,,137.4604762
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Portola Field Office,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,31.3,MWh,0,,9.668568325
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Portola Field Office 2,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,262,MWh,0,,80.93178598
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Red Bluff Screen Shop,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,26,MWh,0,,8.031398608
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Redding Airport,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,21.6,MWh,0,,6.672238844
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Region 1 HQ,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,343,MWh,0,,105.9526816
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Region 3 HQ,ELECTRIC,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,262.5,MWh,0,,81.08623595
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Region 4 HQ,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,483,MWh,0,,149.1986741
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Region 5 HQ,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,588,MWh,0,,181.6331685
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Region 6 HQ,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,96.8,MWh,0,,29.90151482
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Resource Mgmt & Policy -Fisheries,Purchased Electricity - Market Based,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,238948,kWh,0,,73.81102441
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Riverside Field Office,Purchased Electricity - Market Based,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,46.7,MWh,0,,14.4256275
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Salmon Restoration Field Office,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,37,MWh,0,,11.42929802
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,San Joaquin Valley Field Office,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,312,MWh,0,,96.3767833
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Santa Barbara Field Office,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,62,MWh,0,,19.15179668
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Santa Rosa Field Office,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,259.8,MWh,0,,80.25220609
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,SLO Field Office,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,129.7,MWh,0,,40.06432306
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Stockton License Office,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,803,MWh,0,,248.046657
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Timber Harvesting Field Office,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,4.7,MWh,0,,1.451829748
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Weaverville Field Office,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,24,MWh,0,,7.413598715
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Yreka Field Office,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,18.9,MWh,0,,5.838208988
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2013,Bishop Field Office,CNG,Mobile Combustion - Scope 1,Alternative Fuels,Compressed Natural Gas (CNG),Light Duty Vehicles,Unspecified Technology,21,scf,0,mi,0.001134
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2013,Bishop Field Office,GASOLINE,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2001)",10218,gal,0,Btu,89.71404
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2013,Carrizo Plains Ecological Reserve,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,61.33,MWh,0,,18.32372218
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2013,Elkhorn Slough Ecological Reserve,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,161.58,MWh,0,,48.27567309
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2013,Fort Bragg Fisheries Field Office,PROPANE,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Residential,Unspecified Technology,5986,gal,0,,33.46174
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2013,Imperial Wildlife Area,Diesel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),5215,gal,0,Btu,53.24515
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2013,Imperial Wildlife Area,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,118800,kWh,0,,35.49418222
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2013,Mojave River Fish Hatchery,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,3605.57,MWh,0,,1077.245443
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2013,Region 1 HQ,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,162496,kWh,0,,48.54934877
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2013,Stockton License Office,Natural gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,1681,therm,0,,8.912662
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2013,Yreka Screen Shop,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,23456,gal,0,,131.11904
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2014,Alturas District Office,Purchased gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2001)",796,gal,0,mi,6.98888
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2014,American River Fish Hatchery,Purchased diesel,Mobile Combustion - Scope 1,Alternative Fuels,Propane (Gas),All,Unspecified Technology,2520,scf,0,mi,0.389592
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2014,American River Fish Hatchery,Purchased electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,117.06,MWh,0,,32.43306747
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2014,American River Fish Hatchery,Purchased gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,Gasoline Medium and Heavy-Duty Trucks and Busses,Low Emission Vehicles,3107,gal,0,mi,27.27946
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2014,American River Fish Hatchery,Purchased propane,Stationary Combustion - Scope 1,Petroleum Products,Propane (Liquid),Commercial,Unspecified Technology,803,gal,0,,4.59409951
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2014,Arcata AFRAMP Office,Purchased diesel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),897,gal,0,mi,9.15837
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2014,Arcata AFRAMP Office,Purchased gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2001)",5290,gal,0,mi,46.4462
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2014,Arcata Field Office,Purchased diesel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),509,gal,0,mi,5.19689
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2014,Arcata Field Office,Purchased gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2001)",6266,gal,0,mi,55.01548
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2014,Ash Creek Wildlife Area,Purchased diesel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),4167,gal,0,mi,42.54507
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2014,Ash Creek Wildlife Area,Purchased electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,61.42,MWh,0,,17.0172476
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2014,Ash Creek Wildlife Area,Purchased gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2001)",2674,gal,0,mi,23.47772
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2014,Baldwin Lake Ecological Reserve,Purchased electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,0.63,MWh,0,,0.174550081
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2014,Battle Creek Wildlife Area,Purchased diesel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),10,gal,0,mi,0.1021
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2014,Battle Creek Wildlife Area,Purchased electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,11.01,MWh,0,,3.050470467
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2014,Battle Creek Wildlife Area,Purchased gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,Gasoline Medium and Heavy-Duty Trucks and Busses,Low Emission Vehicles,554,gal,0,mi,4.86412
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2014,Belmont Field Office,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,151375,kWh,0,,41.94050562
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2014,Belmont Field Office,Purchased diesel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),143,gal,0,mi,1.46003
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2014,Belmont Field Office,Purchased gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2001)",1522,gal,0,mi,13.36316
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2014,Bermuda Dunes Field Office,Purchased diesel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),385,gal,0,mi,3.93085
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2014,Bermuda Dunes Field Office,Purchased Electricity - Market Based,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,125425,kWh,0,,34.75070466
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2014,Bermuda Dunes Field Office,Purchased gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2001)",5775,gal,0,mi,50.7045
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2014,Bishop Field Office,DIESEL,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),951,gal,0,Btu,9.70971
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2014,Bishop Field Office,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,102386,kWh,0,,28.36743589
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2014,Bishop Field Office,GASOLINE,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2001)",13531,gal,0,Btu,118.80218
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2014,Bishop Field Office,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,34,therm,0,,0.180404
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2014,Bishop Field Office,Purchased CNG,Mobile Combustion - Scope 1,Alternative Fuels,Compressed Natural Gas (CNG),Light Duty Vehicles,Unspecified Technology,34,scf,0,mi,0.001836
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2014,Bishop Field Office,Purchased diesel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),951,gal,0,mi,9.70971
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2014,Bishop Field Office,Purchased gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2001)",13531,gal,0,mi,118.80218
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2014,Black Rock Fish Hatchery,Purchased diesel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2011),460,gal,0,mi,4.6966
